Название;Цена;"Ссылка на страницу товара";"Ссылка на картинку товара";Примечание;"Категория товара";Наличие
"Универсальная коляска Marimex Marsel Grey Orange";235;http://127.0.0.1/product/marimex-marsel;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_marsel_cvet_grey_orange.jpeg;;Коляски;склад
"Универсальная коляска Marimex Marsel Blue";235;http://127.0.0.1/product/marimex-marsel;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_marsel_cvet_blue.jpeg;;Коляски;склад
"Универсальная коляска Marimex Marsel Red";235;http://127.0.0.1/product/marimex-marsel;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_marsel_cvet_red.jpeg;;Коляски;склад
"Универсальная коляска Marimex Marsel dirty-brown";235;http://127.0.0.1/product/marimex-marsel;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_marsel_cvet_dirty-brown.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross фиолетово-сиреневый";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_fioletovo-sirenevyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross серый графит";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_seryy_grafit.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross розовый";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_rozovyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross бежево-коричневый";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_bezhevo-korichnevyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross зеленый";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_zelenyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Ross красно-бордовый";185;http://127.0.0.1/product/marimex-ross;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_ross_cvet_krasno-bordovyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Tesso красно-белый";235;http://127.0.0.1/product/marimex-tesso;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_tesso_cvet_krasno-belyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Tesso красно-серый";235;http://127.0.0.1/product/marimex-tesso;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_tesso_cvet_krasno-seryy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Tesso бежево-коричневый";235;http://127.0.0.1/product/marimex-tesso;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_tesso_cvet_bezhevo-korichnevyy.jpeg;;Коляски;склад
"Универсальная коляска Marimex Tesso желто-синий";235;http://127.0.0.1/product/marimex-tesso;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_marimex_tesso_cvet_zhelto-siniy.jpeg;;Коляски;склад
"Прогулочная коляска Marimex Vito gray-green";190;http://127.0.0.1/product/marimex-vito;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_marimex_vito_cvet_gray-green.jpeg;;Коляски;склад
"Прогулочная коляска Marimex Vito blue";190;http://127.0.0.1/product/marimex-vito;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_marimex_vito_cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Marimex Vito red";190;http://127.0.0.1/product/marimex-vito;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_marimex_vito_cvet_red.jpeg;;Коляски;склад
"Прогулочная коляска Marimex Vito yellow";190;http://127.0.0.1/product/marimex-vito;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_marimex_vito_cvet_yellow.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Concept Wine";156;http://127.0.0.1/product/jetem-concept;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_concept_cvet_wine.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Concept violet";156;http://127.0.0.1/product/jetem-concept;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_concept_cvet_violet.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Concept Pink";156;http://127.0.0.1/product/jetem-concept;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_concept_cvet_pink.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Concept Blue";156;http://127.0.0.1/product/jetem-concept;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_concept_cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Beige";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_beige.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Violet Check";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Cozy__Capella_S-801__cvet_.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Wine";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_wine.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Blue";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Orange Check";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_orange_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Green Check";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_green_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Blue Check";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_blue_check.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Beige Check";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_cozy__capella_s-801__cvet_beige_check.gif;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Orange";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Cozy__Capella_S-801__cvet__1.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Cozy (Capella S-801) Red-Orange";205;http://127.0.0.1/product/jetem-cozy-capella-s-801;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Cozy__Capella_S-801__cvet__2.jpeg;;Коляски;склад
"Прогулочная коляска для двойни Jetem Elegant Twin Dark Gray/Blue";250;http://127.0.0.1/product/jetem-elegant-twin;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_dlya_dvoyni_Jetem_Elegant_Twin_cvet_Dark_Gray_Blue.jpeg;;Коляски;склад
"Прогулочная коляска для двойни Jetem Elegant Twin Light Grey/Black";250;http://127.0.0.1/product/jetem-elegant-twin;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_dlya_dvoyni_jetem_elegant_twin_cvet_light_grey_black.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Elegant Dark Grey/Blue";135;http://127.0.0.1/product/jetem-elegant;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Elegant_cvet_.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Elegant Black/Blue Flover";135;http://127.0.0.1/product/jetem-elegant;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_elegant_cvet_black_blue_flover.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Elegant Black/Red Flover";135;http://127.0.0.1/product/jetem-elegant;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_elegant_cvet_black_red_flover.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Elegant Black/Red";135;http://127.0.0.1/product/jetem-elegant;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_elegant_cvet_black_red.jpeg;;Коляски;склад
"Детская кроватка Papaloni Vitalia (маятник) 125/65 шоколад/слоновая кость";405;http://127.0.0.1/product/papaloni-vitalia-mayatnik-12565;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Papaloni_Vitalia__mayatnik__125_65_cvet_shokolad_slonovaya_kost.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Vitalia (маятник) 125/65 орех/слоновая кость";405;http://127.0.0.1/product/papaloni-vitalia-mayatnik-12565;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Papaloni_Vitalia__mayatnik__125_65_cvet_oreh_slonovaya_kost.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Vitalia (маятник) 125/65 белый";405;http://127.0.0.1/product/papaloni-vitalia-mayatnik-12565;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Papaloni_Vitalia__mayatnik__125_65_cvet_belyy.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Vitalia (маятник) 125/65 слоновая кость";405;http://127.0.0.1/product/papaloni-vitalia-mayatnik-12565;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Papaloni_Vitalia__mayatnik__125_65_cvet_slonovaya_kost.jpeg;;Кроватки;склад
"Детская кроватка Papaloni Vitalia (маятник) 125/65 какао-шоколад";405;http://127.0.0.1/product/papaloni-vitalia-mayatnik-12565;http://127.0.0.1/assets/images/catalog/big/Detskaya_krovatka_Vitalia__mayatnik__125_65_cvet_kakao-shokolad.jpg;;Кроватки;склад
"Прогулочная коляска Jetem Holiday Violet";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_holiday_cvet_violet.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Holiday Grey";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_holiday_cvet_grey.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Holiday Green";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_holiday_cvet_pistacio.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Holiday Orange/Grey";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_holiday_cvet_orange_grey.jpeg;;Коляски;склад
"Прогулочная коляска Jetem Holiday Beige";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Holiday_cvet_Beige.jpg;;Коляски;склад
"Прогулочная коляска Jetem Holiday Blue";97;http://127.0.0.1/product/jetem-holiday;http://127.0.0.1/assets/images/catalog/big/Progulochnaya_kolyaska_Jetem_Holiday_cvet_Blue.jpg;;Коляски;склад
"Детский комод Papaloni Olivia 760 Белый";480;http://127.0.0.1/product/papaloni-olivia-760;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_760_cvet_belyy.jpeg;;"Для пеленания";склад
"Детский комод Papaloni Olivia 760 Желто-белый";480;http://127.0.0.1/product/papaloni-olivia-760;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_760_cvet_zhelto-belyy.jpeg;;"Для пеленания";склад
"Детский комод Papaloni Olivia 760 Слива венгерка";480;http://127.0.0.1/product/papaloni-olivia-760;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_760_cvet_sliva_vengerka.jpeg;;"Для пеленания";склад
"Детский комод Papaloni Olivia 760 Слоновая кость";480;http://127.0.0.1/product/papaloni-olivia-760;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_760_cvet_slonovaya_kost.jpeg;;"Для пеленания";склад
"Прогулочная коляска Jetem London Blue";140;http://127.0.0.1/product/jetem-london;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_london_cvet_blue.jpeg;;Коляски;склад
"Прогулочная коляска Jetem London Red";140;http://127.0.0.1/product/jetem-london;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_london_cvet_red.jpeg;;Коляски;склад
"Прогулочная коляска Jetem London Grey";140;http://127.0.0.1/product/jetem-london;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_london_cvet_grey.jpeg;;Коляски;склад
"Прогулочная коляска Jetem London Orange";140;http://127.0.0.1/product/jetem-london;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_london_cvet_orange.jpeg;;Коляски;склад
"Прогулочная коляска Jetem London Beige";140;http://127.0.0.1/product/jetem-london;http://127.0.0.1/assets/images/catalog/big/progulochnaya_kolyaska_jetem_london_cvet_beige.jpeg;;Коляски;склад
"Универсальная коляска Jetem Mamba (2 в 1) Amore Hero";510;http://127.0.0.1/product/jetem-mamba-2-v-1;http://127.0.0.1/assets/images/catalog/big/universalnaya_kolyaska_jetem_mamba__2_v_1__cvet_amore_hero.jpeg;;Коляски;склад
"Детский комод Papaloni Olivia 650 Белый";420;http://127.0.0.1/product/papaloni-olivia-650;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_650_cvet_belyy.jpeg;;"Для пеленания";склад
"Детский комод Papaloni Olivia 650 Слоновая кость";420;http://127.0.0.1/product/papaloni-olivia-650;http://127.0.0.1/assets/images/catalog/big/detskiy_komod_papaloni_olivia_650_cvet_slonovaya_kost.jpeg;;"Для пеленания";склад
